"INDICATOR","HLTHRES_228"

"HLTHRES_228","Психиатрические койки, Всего"

"UNIT_TYPE","Единица"
"NUM_BEDS","количество спальных мест"

"EXTERNID","Идентификатор в источнике данных"

"DATA_SOURCE","Источник данных"
"HLTHRES","Европейская база данных кадровых и технических ресурсов здравоохранения (HlthRes-DB)"

"DATA_TYPE_REPRESENTATION","Представление типов данных"
"COUNT","Подсчет"

"DATA_SET","Набор данных"
"HLTHRES","Европейская база данных кадровых и технических ресурсов здравоохранения (HlthRes-DB) "

"DATA_MASK","Маска для контроля формата выходных значений"

"CARE_TYPE","Кровати по видам медицинской помощи в больницах"
"ALL","Все типы уход"
"CURATIVE","Лечебное (интенсивный) уход"
"PSYCHIATRIC","Психиатрическая помощь"
"LONG_TERM","Длительный уход"
"OTHER","Другие типы ухода"

"COUNTRY","COUNTRY_GRP","CARE_TYPE","YEAR","VALUE"
"SVN","","PSYCHIATRIC","2013","1365"
"SWE","","PSYCHIATRIC","1973","33961"
"SWE","","PSYCHIATRIC","1974","33132"
"SWE","","PSYCHIATRIC","1975","32271"
"SWE","","PSYCHIATRIC","1976","31348"
"SWE","","PSYCHIATRIC","1977","30627"
"SWE","","PSYCHIATRIC","1978","29807"
"SWE","","PSYCHIATRIC","1979","28024"
"SWE","","PSYCHIATRIC","1980","26962"
"SWE","","PSYCHIATRIC","1981","25843"
"SWE","","PSYCHIATRIC","1982","24850"
"SWE","","PSYCHIATRIC","1983","24358"
"SWE","","PSYCHIATRIC","1984","23853"
"SWE","","PSYCHIATRIC","1985","20906"
"SWE","","PSYCHIATRIC","1986","19189"
"SWE","","PSYCHIATRIC","1987","17818"
"SWE","","PSYCHIATRIC","1988","16844"
"SWE","","PSYCHIATRIC","1989","15535"
"SWE","","PSYCHIATRIC","1990","14533"
"SWE","","PSYCHIATRIC","1991","12960"
"SWE","","PSYCHIATRIC","1992","11846"
"SWE","","PSYCHIATRIC","1993","10865"
"SWE","","PSYCHIATRIC","1994","9797"
"SWE","","PSYCHIATRIC","1995","8372"
"SWE","","PSYCHIATRIC","1996","7276"
"SWE","","PSYCHIATRIC","1997","6267"
"SWE","","PSYCHIATRIC","1998","5872"
"SWE","","PSYCHIATRIC","1999","5786"
"SWE","","PSYCHIATRIC","2000","5565"
"SWE","","PSYCHIATRIC","2001","5218"
"SWE","","PSYCHIATRIC","2002","4850"
"SWE","","PSYCHIATRIC","2003","4606"
"SWE","","PSYCHIATRIC","2004","4507"
"SWE","","PSYCHIATRIC","2005","4347"
"SWE","","PSYCHIATRIC","2006","4477"
"SWE","","PSYCHIATRIC","2007","4467"
"SWE","","PSYCHIATRIC","2008","4429"
"SWE","","PSYCHIATRIC","2009","4449"
"SWE","","PSYCHIATRIC","2010","4457"
"SWE","","PSYCHIATRIC","2011","4436"
"SWE","","PSYCHIATRIC","2012","4384"
"SWE","","PSYCHIATRIC","2013","4394"
"CHE","","PSYCHIATRIC","1998","8501"
"CHE","","PSYCHIATRIC","1999","8581"
"CHE","","PSYCHIATRIC","2000","8588"
"CHE","","PSYCHIATRIC","2001","8152"
"CHE","","PSYCHIATRIC","2002","8029"
"CHE","","PSYCHIATRIC","2003","7881"
"CHE","","PSYCHIATRIC","2004","7870"
"CHE","","PSYCHIATRIC","2005","7867"
"CHE","","PSYCHIATRIC","2006","7558"
"CHE","","PSYCHIATRIC","2007","7694"
"CHE","","PSYCHIATRIC","2008","7675"
"CHE","","PSYCHIATRIC","2009","7612"
"CHE","","PSYCHIATRIC","2010","7555"
"CHE","","PSYCHIATRIC","2011","7316"
"CHE","","PSYCHIATRIC","2012","7395"
"CHE","","PSYCHIATRIC","2013","7374"
"TJK","","PSYCHIATRIC","1980","2940"
"TJK","","PSYCHIATRIC","1985","3250"
"TJK","","PSYCHIATRIC","1986","3475"
"TJK","","PSYCHIATRIC","1987","3495"
"TJK","","PSYCHIATRIC","1988","3530"
"TJK","","PSYCHIATRIC","1989","3579"
"TJK","","PSYCHIATRIC","1990","3704"
"TJK","","PSYCHIATRIC","1991","3714"
"TJK","","PSYCHIATRIC","1992","3849"
"TJK","","PSYCHIATRIC","1993","3414"
"TJK","","PSYCHIATRIC","1994","2654"
"TJK","","PSYCHIATRIC","1995","2004"
"TJK","","PSYCHIATRIC","1996","1710"
"TJK","","PSYCHIATRIC","1997","1750"
"TJK","","PSYCHIATRIC","1998","1695"
"TJK","","PSYCHIATRIC","1999","1695"
"TJK","","PSYCHIATRIC","2000","1610"
"TJK","","PSYCHIATRIC","2001","1690"
"TJK","","PSYCHIATRIC","2002","1655"
"TJK","","PSYCHIATRIC","2003","1527"
"TJK","","PSYCHIATRIC","2004","1570"
"TJK","","PSYCHIATRIC","2005","1630"
"TJK","","PSYCHIATRIC","2006","1630"
"TJK","","PSYCHIATRIC","2007","1565"
"TJK","","PSYCHIATRIC","2008","1620"
"TJK","","PSYCHIATRIC","2009","1515"
"TJK","","PSYCHIATRIC","2010","1485"
"TJK","","PSYCHIATRIC","2011","1420"
"TJK","","PSYCHIATRIC","2012","1465"
"TJK","","PSYCHIATRIC","2013","1485"
"TKM","","PSYCHIATRIC","1980","2940"
"TKM","","PSYCHIATRIC","1985","3250"
"TKM","","PSYCHIATRIC","1986","3475"
"TKM","","PSYCHIATRIC","1987","3495"
"TKM","","PSYCHIATRIC","1988","3530"
"TKM","","PSYCHIATRIC","1989","3579"
"TKM","","PSYCHIATRIC","1990","3704"
"TKM","","PSYCHIATRIC","1991","3714"
"TKM","","PSYCHIATRIC","1992","3849"
"TKM","","PSYCHIATRIC","1993","3414"
"TKM","","PSYCHIATRIC","1994","2654"
"TKM","","PSYCHIATRIC","1995","2004"
"TKM","","PSYCHIATRIC","1996","1710"
"TKM","","PSYCHIATRIC","1997","1750"
"TKM","","PSYCHIATRIC","1998","1695"
"TKM","","PSYCHIATRIC","1999","1695"
"TKM","","PSYCHIATRIC","2000","1610"
"TKM","","PSYCHIATRIC","2001","1690"
"TKM","","PSYCHIATRIC","2002","1655"
"TKM","","PSYCHIATRIC","2003","1527"
"TKM","","PSYCHIATRIC","2004","1570"
"TKM","","PSYCHIATRIC","2005","1630"
"TKM","","PSYCHIATRIC","2006","1630"
"TKM","","PSYCHIATRIC","2007","1565"
"TKM","","PSYCHIATRIC","2008","1620"
"TKM","","PSYCHIATRIC","2009","1515"
"TKM","","PSYCHIATRIC","2010","1485"
"TKM","","PSYCHIATRIC","2011","1420"
"TKM","","PSYCHIATRIC","2012","1465"
"TKM","","PSYCHIATRIC","2013","1485"
"TUR","","PSYCHIATRIC","2000","3627"
"TUR","","PSYCHIATRIC","2001","4332"
"TUR","","PSYCHIATRIC","2002","4356"
"TUR","","PSYCHIATRIC","2003","4149"
"TUR","","PSYCHIATRIC","2004","3913"
"TUR","","PSYCHIATRIC","2005","4042"
"TUR","","PSYCHIATRIC","2006","4443"
"TUR","","PSYCHIATRIC","2007","3507"
"TUR","","PSYCHIATRIC","2008","4359"
"TUR","","PSYCHIATRIC","2009","4742"
"TUR","","PSYCHIATRIC","2010","4692"
"TUR","","PSYCHIATRIC","2011","4542"
"TUR","","PSYCHIATRIC","2012","4393"
"TUR","","PSYCHIATRIC","2013","4392"
"UKR","","PSYCHIATRIC","1980","62386"
"UKR","","PSYCHIATRIC","1981","63836"
"UKR","","PSYCHIATRIC","1982","64656"
"UKR","","PSYCHIATRIC","1983","65591"
"UKR","","PSYCHIATRIC","1984","66788"
"UKR","","PSYCHIATRIC","1985","67553"
"UKR","","PSYCHIATRIC","1986","67328"
"UKR","","PSYCHIATRIC","1987","67743"
"UKR","","PSYCHIATRIC","1988","68263"
"UKR","","PSYCHIATRIC","1989","69993"
"UKR","","PSYCHIATRIC","1990","69760"
"UKR","","PSYCHIATRIC","1991","68390"
"UKR","","PSYCHIATRIC","1992","67260"
"UKR","","PSYCHIATRIC","1993","65373"
"UKR","","PSYCHIATRIC","1994","64151"
"UKR","","PSYCHIATRIC","1995","62040"
"UKR","","PSYCHIATRIC","1996","56343"
"UKR","","PSYCHIATRIC","1997","50846"
"UKR","","PSYCHIATRIC","1998","49469"
"UKR","","PSYCHIATRIC","1999","48758"
"UKR","","PSYCHIATRIC","2000","53361"
"UKR","","PSYCHIATRIC","2001","54556"
"UKR","","PSYCHIATRIC","2002","54048"
"UKR","","PSYCHIATRIC","2003","52956"
"UKR","","PSYCHIATRIC","2004","51347"
"UKR","","PSYCHIATRIC","2005","50135"
"UKR","","PSYCHIATRIC","2006","49826"
"UKR","","PSYCHIATRIC","2007","49654"
"UKR","","PSYCHIATRIC","2008","49077"
"UKR","","PSYCHIATRIC","2009","54151"
"UKR","","PSYCHIATRIC","2010","48416"
"UKR","","PSYCHIATRIC","2011","45761"
"UKR","","PSYCHIATRIC","2012","45315"
"UKR","","PSYCHIATRIC","2013","44499"
"GBR","","PSYCHIATRIC","2000","54914.4"
"GBR","","PSYCHIATRIC","2001","51861.9"
"GBR","","PSYCHIATRIC","2002","50252.7"
"GBR","","PSYCHIATRIC","2003","49409.1"
"GBR","","PSYCHIATRIC","2004","47032.5"
"GBR","","PSYCHIATRIC","2005","44536.9"
"GBR","","PSYCHIATRIC","2006","41850"
"GBR","","PSYCHIATRIC","2007","40117.8"
"GBR","","PSYCHIATRIC","2008","38967"
"GBR","","PSYCHIATRIC","2009","37456.2"
"GBR","","PSYCHIATRIC","2010","33913.3"
"GBR","","PSYCHIATRIC","2011","33052.6"
"GBR","","PSYCHIATRIC","2012","31633.5"
"GBR","","PSYCHIATRIC","2013","30673.8"
"UZB","","PSYCHIATRIC","1980","9740"
"UZB","","PSYCHIATRIC","1985","11205"
"UZB","","PSYCHIATRIC","1986","11165"
"UZB","","PSYCHIATRIC","1987","11400"
"UZB","","PSYCHIATRIC","1988","11760"
"UZB","","PSYCHIATRIC","1989","12395"
"UZB","","PSYCHIATRIC","1990","12310"
"UZB","","PSYCHIATRIC","1991","12285"
"UZB","","PSYCHIATRIC","1992","11208"
"UZB","","PSYCHIATRIC","1993","10660"
"UZB","","PSYCHIATRIC","1994","10299"
"UZB","","PSYCHIATRIC","1995","9930"
"UZB","","PSYCHIATRIC","1996","9045"
"UZB","","PSYCHIATRIC","1997","9002"
"UZB","","PSYCHIATRIC","1998","7735"
"UZB","","PSYCHIATRIC","1999","8030"
"UZB","","PSYCHIATRIC","2000","8091"
"UZB","","PSYCHIATRIC","2001","7802"
"UZB","","PSYCHIATRIC","2002","7859"
"UZB","","PSYCHIATRIC","2003","8137"
"UZB","","PSYCHIATRIC","2004","7894"
"UZB","","PSYCHIATRIC","2005","8069"
"UZB","","PSYCHIATRIC","2006","7824"
"UZB","","PSYCHIATRIC","2007","7762"
"UZB","","PSYCHIATRIC","2008","7827"
"UZB","","PSYCHIATRIC","2009","7761"
"UZB","","PSYCHIATRIC","2010","7711"
"UZB","","PSYCHIATRIC","2011","7911"
"UZB","","PSYCHIATRIC","2012","7641"
"UZB","","PSYCHIATRIC","2013","7596"

"Последнее обновление","2016.09.20 13:25:26 GMT"
"Описание","Психиатрические койки, Всего"
"Ссылка","https://dw.euro.who.int/api/v3/measures/HLTHRES_228?lang=Ru"

"Авторские права"
"© Европейское региональное бюро ВОЗ, 2020 г. Все права защищены.","http://www.euro.who.int/ru/home/copyright-notice"
